model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
gemma3:1b,gemma,moment,Interest,moment × Interest,2,8,9,7,6,8,7,3,7.25,blur,Ephemeral patterns,7.0,False
gemma3:1b,gemma,moment,Interest,moment × Interest,3,8,9,7,6,8,6,3,7.15,depth,Unfolding,7.0,False
gemma3:1b,gemma,place,Nostalgia,place × Nostalgia,1,8,6,9,7,8,6,3,7.4,warmth,Forgotten memories in a sun-drenched garden.,7.0,False
gemma3:1b,gemma,place,Nostalgia,place × Nostalgia,2,8,6,9,7,8,6,3,7.4,a gentle warmth,"Forgotten gardens, sunlight filtering through leaves, a half-remembered scent",7.0,False
gemma3:1b,gemma,place,Nostalgia,place × Nostalgia,3,8,6,9,7,8,6,3,7.4,warmth,"Forgotten landscapes, faded memories, gentle light",7.0,False
gemma3:1b,gemma,place,Awe,place × Awe,1,8,9,9,7,8,6,3,7.7,Depth,"Lost landscapes, echoes of existence",7.0,False
gemma3:1b,gemma,place,Awe,place × Awe,2,8,9,9,7,8,6,3,7.7,peaceful immensity,Silent revelation,7.0,False
gemma3:1b,gemma,place,Awe,place × Awe,3,8,9,9,7,8,6,3,7.7,serenity,Silent grandeur,8.0,False
gemma3:1b,gemma,place,Anxiety,place × Anxiety,1,4,2,8,6,7,4,2,5.25,unease,Silent isolation,7.0,False
gemma3:1b,gemma,place,Anxiety,place × Anxiety,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,True
gemma3:1b,gemma,place,Anxiety,place × Anxiety,3,4,2,8,6,7,4,2,5.25,quiet unease,"silent, expansive, isolated",7.0,False
gemma3:1b,gemma,place,Curiosity,place × Curiosity,1,8,9,7,6,8,6,3,7.15,a sense of vastness and possibility,"hidden landscapes, unmapped territories, and the echoes of forgotten stories.",7.0,False
gemma3:1b,gemma,place,Curiosity,place × Curiosity,2,7,8,9,6,7,5,3,6.95,a gentle pull,"Hidden landscapes, whispered secrets, potential",7.0,False
gemma3:1b,gemma,place,Curiosity,place × Curiosity,3,8,9,7,6,8,7,3,7.25,mystery,"Forgotten Landscapes, Whispered Paths, Hidden Echoes",7.0,False
gemma3:1b,gemma,here,Calmness,here × Calmness,1,7,3,8,6,8,7,2,6.55,softness,Whispering serenity,8.5,False
gemma3:1b,gemma,here,Calmness,here × Calmness,2,7,3,9,8,7,6,2,6.8,stillness,A quiet reflection of tranquility.,8.5,False
gemma3:1b,gemma,here,Calmness,here × Calmness,3,7,3,8,8,9,6,2,6.9,peace,Stillness reflected in a serene expanse.,8.5,False
gemma3:1b,gemma,here,Nostalgia,here × Nostalgia,1,7,6,9,6,8,5,3,6.9,a subtle ache of longing,fragile echoes of a remembered past,8.2,False
gemma3:1b,gemma,here,Nostalgia,here × Nostalgia,2,8,6,9,7,8,6,3,7.4,softness,Echoes of memory,7.0,False
gemma3:1b,gemma,here,Nostalgia,here × Nostalgia,3,7,4,9,6,8,6,2,6.75,melancholy,"Ghosts of memory, faded light",8.2,False
gemma3:1b,gemma,here,Anxiety,here × Anxiety,1,6,4,8,7,6,5,3,6.1,unease,layered shadows,7.0,False
gemma3:1b,gemma,here,Anxiety,here × Anxiety,2,4,4,8,6,7,5,2,5.55,unease,Shadow & Static,7.0,False
gemma3:1b,gemma,here,Anxiety,here × Anxiety,3,4,4,8,6,7,5,3,5.6,unease,Fractured Light,7.0,False
gemma3:1b,gemma,far,Nostalgia,far × Nostalgia,1,7,6,9,8,7,6,3,7.15,a gentle pull,"shifting memories, light and shadow, and a longing for what was",7.0,False
gemma3:1b,gemma,far,Nostalgia,far × Nostalgia,2,8,6,9,7,8,6,3,7.4,a gentle ache,"lost echoes, faded memories",7.0,False
gemma3:1b,gemma,far,Nostalgia,far × Nostalgia,3,8,6,9,7,8,6,3,7.4,Quiet yearning,"Lost moments, faded light, a breath held.",7.0,False
gemma3:1b,gemma,far,Awe,far × Awe,1,8,7,9,7,8,6,3,7.5,vastness,"Ephemeral expanse, limitless potential",7.0,False
gemma3:1b,gemma,far,Awe,far × Awe,2,8,7,9,7,8,6,3,7.5,vastness,Horizon of possibility,9.0,False
gemma3:1b,gemma,far,Awe,far × Awe,3,8,7,9,7,8,6,3,7.5,vastness,infinite horizon,8.0,False
gemma3:1b,gemma,far,Anxiety,far × Anxiety,1,7,3,9,6,6,4,2,6.15,Sparse,Shifting Distance,8.0,False
gemma3:1b,gemma,far,Anxiety,far × Anxiety,2,4,2,8,6,7,3,2,5.15,Echo,Lost Potential,7.0,False
gemma3:1b,gemma,far,Anxiety,far × Anxiety,3,7,3,8,6,7,4,2,6.1,emptiness,Void & Echo,8.0,False
gemma3:1b,gemma,near,Calmness,near × Calmness,1,7,4,8,7,8,6,3,6.75,Quietness,Subtle diffusion,8.5,False
gemma3:1b,gemma,near,Calmness,near × Calmness,2,7,3,8,6,8,6,2,6.45,stillness,"Ephemeral, softened light",8.0,False
gemma3:1b,gemma,near,Calmness,near × Calmness,3,7,3,8,7,9,6,2,6.75,softness,Ephemeral stillness,8.2,False
gemma3:1b,gemma,near,Anxiety,near × Anxiety,1,4,3,7,6,7,6,2,5.35,Subtle unease,"Loss of control, fading light",7.0,False
gemma3:1b,gemma,near,Anxiety,near × Anxiety,2,4,2,8,6,7,3,2,5.15,unease,"Static space, obscured edges",7.0,False
gemma3:1b,gemma,near,Anxiety,near × Anxiety,3,4,2,7,6,8,4,2,5.2,unease,Shadowed proximity,7.0,False
gemma3:1b,gemma,near,Romance,near × Romance,1,8,7,9,6,7,6,3,7.2,Quiet anticipation,"A fragile, fleeting echo of connection.",7.0,False
gemma3:1b,gemma,near,Romance,near × Romance,2,7,8,9,6,7,6,3,7.05,Quiet longing,"Ephemeral moments, whispered secrets, and the slow growth of connection.",7.0,False
gemma3:1b,gemma,near,Romance,near × Romance,3,7,8,9,6,7,6,3,7.05,softness,Ephemeral touch,7.0,False
gemma3:1b,gemma,inside,Comfort,inside × Comfort,1,7,6,8,6,7,6,3,6.65,Quietude,Sheltered warmth,8.2,False
gemma3:1b,gemma,inside,Comfort,inside × Comfort,2,7,6,9,8,7,6,3,7.15,a sense of gentle warmth and slow descent,"Lost echoes, softly held.",7.5,False
gemma3:1b,gemma,inside,Comfort,inside × Comfort,3,8,6,9,7,8,6,3,7.4,Quiet warmth,"Hidden shelter, gentle light, slow breaths",7.0,False
gemma3:1b,gemma,inside,Curiosity,inside × Curiosity,1,8,9,7,6,7,5,3,6.9,"a vast, receptive silence",Unfolding potential,7.5,False
gemma3:1b,gemma,inside,Curiosity,inside × Curiosity,2,7,8,9,6,7,5,3,6.95,a sense of hesitant exploration,"shifting perspectives, unseen pathways, reflected light",7.0,False
gemma3:1b,gemma,inside,Curiosity,inside × Curiosity,3,8,7,9,6,7,5,3,7.1,"a quiet, insistent pull",Uncharted pathways,7.0,False
gemma3:1b,gemma,inside,Fear,inside × Fear,1,3,2,8,6,7,4,2,5.0,dissolve,Shifting shadows within a cavern,7.0,False
gemma3:1b,gemma,inside,Fear,inside × Fear,2,4,2,8,6,6,3,2,5.0,cold,Veiled dread,7.0,False
gemma3:1b,gemma,inside,Fear,inside × Fear,3,3,2,8,5,6,4,2,4.7,unease,Dimpled darkness,7.0,False
gemma3:1b,gemma,not,Disgust,not × Disgust,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,True
gemma3:1b,gemma,not,Disgust,not × Disgust,2,2,1,7,4,3,2,2,3.35,grey,decay,7.0,False
gemma3:1b,gemma,not,Disgust,not × Disgust,3,2,1,4,3,3,2,1,2.55,coldness,void,7.0,False
gemma3:1b,gemma,not,Fear,not × Fear,1,3,2,8,6,7,4,2,5.0,unease,Shadows and stillness,7.0,False
gemma3:1b,gemma,not,Fear,not × Fear,2,3,2,6,4,6,2,2,3.95,unease,Echoes of a void,7.0,False
gemma3:1b,gemma,not,Fear,not × Fear,3,4,2,6,6,7,3,2,4.75,Cold,Void,7.0,False
gemma3:1b,gemma,not,Anxiety,not × Anxiety,1,3,4,6,6,7,5,2,4.9,cold,Void and Echo,7.0,False
gemma3:1b,gemma,not,Anxiety,not × Anxiety,2,4,2,8,6,6,4,2,5.1,a shiver,lost potential,7.0,False
gemma3:1b,gemma,not,Anxiety,not × Anxiety,3,4,2,6,7,6,4,2,4.85,cold,Silent echo,7.0,False
gemma3:1b,gemma,not,Calmness,not × Calmness,1,6,3,8,7,6,5,3,6.0,Quietude,A suspended echo.,7.0,False
gemma3:1b,gemma,not,Calmness,not × Calmness,2,7,3,8,6,8,5,2,6.35,Quiet stillness,Uncharted potential,8.0,False
gemma3:1b,gemma,not,Calmness,not × Calmness,3,4,2,8,6,7,5,2,5.35,Quiet stillness,Echoes of potential,7.0,False
gemma3:1b,gemma,maybe,Hope,maybe × Hope,1,7,8,9,6,7,5,3,6.95,melancholy introspection,Dust and echoes of possibility.,8.0,False
gemma3:1b,gemma,maybe,Hope,maybe × Hope,2,7,8,9,6,8,5,3,7.1,Quiet anticipation,Echoes of potential,7.0,False
gemma3:1b,gemma,maybe,Hope,maybe × Hope,3,8,7,9,6,7,5,3,7.1,warmth,Dusting dawn,7.0,False
gemma3:1b,gemma,maybe,Anxiety,maybe × Anxiety,1,4,3,8,6,7,5,2,5.45,cold,Unformed potential,7.0,False
gemma3:1b,gemma,maybe,Anxiety,maybe × Anxiety,2,6,3,8,6,7,5,2,5.95,unease,Lost Potential,7.0,False
gemma3:1b,gemma,maybe,Anxiety,maybe × Anxiety,3,4,2,7,6,6,4,2,4.9,Discord,Unformed potential,7.0,False
gemma3:1b,gemma,maybe,Curiosity,maybe × Curiosity,1,7,8,9,6,7,5,3,6.95,"a faint pull, a question mark",Unfolding mysteries,7.0,False
gemma3:1b,gemma,maybe,Curiosity,maybe × Curiosity,2,7,8,9,6,7,4,3,6.85,a shimmer,Unfolding secrets,8.5,False
gemma3:1b,gemma,maybe,Curiosity,maybe × Curiosity,3,7,8,9,6,7,5,3,6.95,"a shimmering, vast potential",Unfolding whispers of forgotten paths,8.2,False
gemma3:1b,gemma,if,Hope,if × Hope,1,8,7,9,6,7,6,3,7.2,a gentle warmth,"a fragile, luminous path forward",8.0,False
gemma3:1b,gemma,if,Hope,if × Hope,2,8,9,9,7,8,6,3,7.7,warmth,Fractured Bloom,7.0,False
gemma3:1b,gemma,if,Hope,if × Hope,3,8,7,9,6,8,7,3,7.45,warmth,Fractured Bloom,7.0,False
gemma3:1b,gemma,if,Anxiety,if × Anxiety,1,6,3,8,6,7,4,2,5.85,unease,Fractured Potential,7.0,False
gemma3:1b,gemma,if,Anxiety,if × Anxiety,2,6,3,8,6,7,4,2,5.85,unease,Unraveling,7.0,False
gemma3:1b,gemma,if,Anxiety,if × Anxiety,3,6,3,8,6,7,4,2,5.85,unease,Fractured reflection,7.0,False
gemma3:1b,gemma,if,Curiosity,if × Curiosity,1,8,7,9,6,7,5,3,7.1,dissatisfied anticipation,"Unfolding narratives, hidden truths",7.0,False
gemma3:1b,gemma,if,Curiosity,if × Curiosity,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,True
gemma3:1b,gemma,if,Curiosity,if × Curiosity,3,8,7,9,6,7,5,3,7.1,a ripple of unknown,unfolding potential,7.0,False
gemma3:1b,gemma,very,Awe,very × Awe,1,8,7,9,6,8,7,3,7.45,vastness,Ephemeral wonder,8.5,False
gemma3:1b,gemma,very,Awe,very × Awe,2,8,9,9,7,8,6,3,7.7,depth,Infinite potential,8.0,False
gemma3:1b,gemma,very,Awe,very × Awe,3,8,7,9,7,8,6,3,7.5,velvet,Silent grandeur,8.0,False
gemma3:1b,gemma,very,Excitement,very × Excitement,1,7,9,8,6,7,6,3,6.95,a rush of possibilities,a blossoming unknown,8.0,False
gemma3:1b,gemma,very,Excitement,very × Excitement,2,8,9,7,6,7,6,3,7.0,burst,potential dawn,8.0,False
gemma3:1b,gemma,very,Excitement,very × Excitement,3,8,9,8,7,7,6,4,7.4,a rush of potential,fractured light,7.0,False
gemma3:1b,gemma,very,Fear,very × Fear,1,3,2,9,6,6,4,2,5.05,dread,Shadowed pathways,7.0,False
gemma3:1b,gemma,very,Fear,very × Fear,2,3,2,8,6,6,4,2,4.85,unease,Shadowed descent,7.0,False
gemma3:1b,gemma,very,Fear,very × Fear,3,4,2,8,6,6,4,2,5.1,unease,Shadow & Static,7.0,False
gemma3:1b,gemma,more,Interest,more × Interest,1,7,8,9,6,7,5,3,6.95,"a restless, shimmering sense of possibility","Unfolding narratives, pathways, and the echoes of what could be.",7.5,False
gemma3:1b,gemma,more,Interest,more × Interest,2,7,8,9,6,7,6,3,7.05,a shimmer,Unfolding potential,8.0,False
gemma3:1b,gemma,more,Interest,more × Interest,3,7,8,9,6,7,5,3,6.95,a quiet pull,Uncharted pathways,8.0,False
gemma3:1b,gemma,more,Craving,more × Craving,1,7,8,9,6,7,5,3,6.95,lostness,Shifting Sands,7.0,False
gemma3:1b,gemma,more,Craving,more × Craving,2,7,8,9,6,7,4,2,6.8,a muted pulse,erosion and revelation,7.0,False
gemma3:1b,gemma,more,Craving,more × Craving,3,7,8,9,6,7,4,2,6.8,a pull,shifting sands,7.5,False
gemma3:1b,gemma,more,Excitement,more × Excitement,1,8,9,7,6,8,6,3,7.15,electric buzz,shifting tides,7.0,False
gemma3:1b,gemma,more,Excitement,more × Excitement,2,8,9,7,6,8,6,3,7.15,blur,Fractured Dawn,7.0,False
gemma3:1b,gemma,more,Excitement,more × Excitement,3,8,9,7,6,8,6,3,7.15,a surge,Fractured potential,7.0,False
gemma3:1b,gemma,more,Envy,more × Envy,1,6,7,8,6,5,4,2,5.95,a ripple,Fractured Light,7.0,False
gemma3:1b,gemma,more,Envy,more × Envy,2,7,4,8,6,6,5,2,6.15,fragmented,Fractured Light,8.0,False
gemma3:1b,gemma,more,Envy,more × Envy,3,7,4,8,6,6,5,3,6.2,a subtle ache,"shadows lengthen, desires flicker.",7.0,False
llama3.2:1b,llama,I,Joy,I × Joy,1,0,0,0,0,0,0,0,0.0,joy,joy,0.0,False
llama3.2:1b,llama,I,Joy,I × Joy,2,0,0,8,5,2,9,0,3.55,Joy,I am joyful,0.0,False
llama3.2:1b,llama,I,Joy,I × Joy,3,0,0,5,0,0,0,0,1.0,Joy,Joy,0.1,False
llama3.2:1b,llama,I,Anxiety,I × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,I feel anxious,0.0,False
llama3.2:1b,llama,I,Anxiety,I × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,I am anxious,0.0,False
llama3.2:1b,llama,I,Anxiety,I × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety in the presence of I,0.3,False
llama3.2:1b,llama,I,Fear,I × Fear,1,2,4,9,7,8,5,3,5.6,fear,Fear of Loss,0.2,False
llama3.2:1b,llama,I,Fear,I × Fear,2,0,0,0,0,0,0,0,0.0,fear,anxiety and dread,0.3,False
llama3.2:1b,llama,I,Fear,I × Fear,3,0,0,0,0,0,0,0,0.0,fear,I am terrified,0.0,False
llama3.2:1b,llama,I,Shame,I × Shame,1,0,0,0,0,0,0,0,0.0,shame,,0.0,False
llama3.2:1b,llama,I,Shame,I × Shame,2,0,0,10,0,0,0,0,2.0,shame,Internal shame,0.0,False
llama3.2:1b,llama,I,Shame,I × Shame,3,0,0,0,0,0,0,0,0.0,self-loathing,I shame,0.0,False
llama3.2:1b,llama,you,Admiration,you × Admiration,1,0,0,0,0,0,0,0,0.0,admiration,You,0.0,False
llama3.2:1b,llama,you,Admiration,you × Admiration,2,0,0,0,0,0,0,0,0.0,admiration,"You, admired",0.0,False
llama3.2:1b,llama,you,Admiration,you × Admiration,3,0,0,0,0,0,0,0,0.0,admiration,The greatness of you,0.0,False
llama3.2:1b,llama,you,Adoration,you × Adoration,1,0,0,10,0,0,0,0,2.0,adoration,Love,0.0,False
llama3.2:1b,llama,you,Adoration,you × Adoration,2,5,0,0,0,0,0,0,1.25,amazingly romantic,I am deeply in love with you,0.5,False
llama3.2:1b,llama,you,Adoration,you × Adoration,3,0,0,0,0,0,0,0,0.0,infinite,,0.0,False
llama3.2:1b,llama,you,Romance,you × Romance,1,0,0,0,0,0,0,0,0.0,romantic infatuation,I fall deeply in love,0.2,False
llama3.2:1b,llama,you,Romance,you × Romance,2,0,0,0,0,0,0,0,0.0,unromantic,I + Romance,0.5,False
llama3.2:1b,llama,you,Romance,you × Romance,3,0,0,0,0,0,0,0,0.0,Romance,Love,0.0,False
llama3.2:1b,llama,you,Sympathy,you × Sympathy,1,0,0,0,0,0,0,0,0.0,sympathy,A feeling of pity for something or someone,0.0,False
llama3.2:1b,llama,you,Sympathy,you × Sympathy,2,4,0,0,5,2,0,0,2.05,sympathy,Emotional support,0.2,False
llama3.2:1b,llama,you,Sympathy,you × Sympathy,3,0,0,0,0,0,0,0,0.0,sympathy,inner conflict,0.0,False
llama3.2:1b,llama,someone,Admiration,someone × Admiration,1,0,0,0,0,0,0,0,0.0,admiration,person,0.0,False
llama3.2:1b,llama,someone,Admiration,someone × Admiration,2,0,0,8,6,4,9,2,4.1,admiration,Heroic figure,0.8,False
llama3.2:1b,llama,someone,Admiration,someone × Admiration,3,0,0,0,5,8,7,4,2.85,admiration,People who admire others,0.3,False
llama3.2:1b,llama,someone,Sympathy,someone × Sympathy,1,0,0,0,0,0,0,0,0.0,sympathy,Sympathy for someone,0.0,False
llama3.2:1b,llama,someone,Sympathy,someone × Sympathy,2,0,0,0,0,0,0,0,0.0,sympathy,empathy towards,0.0,False
llama3.2:1b,llama,someone,Sympathy,someone × Sympathy,3,2,1,9,4,7,3,2,4.45,sympathy,A person's emotional state,0.8,False
llama3.2:1b,llama,someone,Envy,someone × Envy,1,0,0,0,0,0,0,0,0.0,envy,resentful admiration for others,0.0,False
llama3.2:1b,llama,someone,Envy,someone × Envy,2,0,0,0,0,0,0,0,0.0,envy,,0.0,False
llama3.2:1b,llama,someone,Envy,someone × Envy,3,0,0,8,6,4,9,2,4.1,envy,Envious gaze,0.5,False
llama3.2:1b,llama,someone,Adoration,someone × Adoration,1,0,5,0,4,9,8,3,3.4,Adoration,Love for someone,0.0,False
llama3.2:1b,llama,someone,Adoration,someone × Adoration,2,0,0,9,2,5,6,4,3.65,Adoration,A strong feeling of reverence for someone,0.8,False
llama3.2:1b,llama,someone,Adoration,someone × Adoration,3,0,0,9,6,8,7,4,4.8,Adoration,Love for someone,0.0,False
llama3.2:1b,llama,people,Admiration,people × Admiration,1,1,0,0,0,0,0,0,0.25,admiration,human nature,0.1,False
llama3.2:1b,llama,people,Admiration,people × Admiration,2,5,3,8,6,9,6,4,6.2,admiring,People,0.5,False
llama3.2:1b,llama,people,Admiration,people × Admiration,3,0,5,10,6,8,9,4,5.7,Respectful,"People, admired for their capacity",0.3,False
llama3.2:1b,llama,people,Sympathy,people × Sympathy,1,0,0,0,0,0,0,0,0.0,Sympathy,Human interaction,0.0,False
llama3.2:1b,llama,people,Sympathy,people × Sympathy,2,0,0,0,2,8,7,2,2.3,Sympathy,Empathy and Compassion,0.2,False
llama3.2:1b,llama,people,Sympathy,people × Sympathy,3,5,0,0,4,8,6,2,3.75,Sympathy,People,0.5,False
llama3.2:1b,llama,people,Awe,people × Awe,1,0,0,0,0,0,0,0,0.0,awe,Human Nature,0.0,False
llama3.2:1b,llama,people,Awe,people × Awe,2,0,0,0,0,0,0,0,0.0,awe,human experience,0.0,False
llama3.2:1b,llama,people,Awe,people × Awe,3,0,0,0,2,5,2,3,1.4,awe,The Greatness of Humanity,0.5,False
llama3.2:1b,llama,something,Interest,something × Interest,1,0,0,0,0,0,0,0,0.0,something,Some,0.0,False
llama3.2:1b,llama,something,Interest,something × Interest,2,1,0,9,6,5,8,2,4.6,Interest,something,0.2,False
llama3.2:1b,llama,something,Interest,something × Interest,3,0,2,9,6,0,7,0,3.6,curiosity,interest,0.1,False
llama3.2:1b,llama,something,Craving,something × Craving,1,0,5,8,4,2,6,9,4.05,craving,craving for something,0.3,False
llama3.2:1b,llama,something,Craving,something × Craving,2,5,8,9,6,7,9,4,6.9,Craving,Craving something,0.5,False
llama3.2:1b,llama,something,Craving,something × Craving,3,5,8,9,6,4,7,2,6.15,Craving,Craving for something,0.25,False
llama3.2:1b,llama,something,Awe,something × Awe,1,5,0,0,3,6,8,0,3.4,Awe,The Unknown,0.2,False
llama3.2:1b,llama,something,Awe,something × Awe,2,0,5,9,5,6,4,8,4.75,amazing,The vastness of space,0.0,False
llama3.2:1b,llama,something,Awe,something × Awe,3,0,0,0,5,9,8,6,3.2,Awe,Nature,0.0,False
llama3.2:1b,llama,body,Calmness,body × Calmness,1,5,0,0,5,8,9,0,4.1,calm,relaxation,0.2,False
llama3.2:1b,llama,body,Calmness,body × Calmness,2,0,0,0,0,0,0,0,0.0,Calmness,Calm and relaxed body,0.0,False
llama3.2:1b,llama,body,Calmness,body × Calmness,3,0,0,0,2,4,8,6,2.0,serenity,body calmness,0.2,False
llama3.2:1b,llama,body,Excitement,body × Excitement,1,0,10,0,0,0,0,0,1.0,Energized,Excitement of the human body,0.8,False
llama3.2:1b,llama,body,Excitement,body × Excitement,2,0,8,9,4,8,7,2,5.2,Euphoria,Physical Sensation,0.3,False
llama3.2:1b,llama,body,Excitement,body × Excitement,3,5,9,8,7,9,8,6,7.25,Excitement,Physical sensation,0.6,False
llama3.2:1b,llama,body,Fear,body × Fear,1,0,0,0,0,0,0,0,0.0,fear,Body and Fear,0.5,False
llama3.2:1b,llama,body,Fear,body × Fear,2,0,0,0,0,0,0,0,0.0,fear,Body and Fear,0.0,False
llama3.2:1b,llama,body,Fear,body × Fear,3,0,0,0,0,0,0,0,0.0,fear,Physical Sensation of Discomfort,0.0,False
llama3.2:1b,llama,body,Satisfaction,body × Satisfaction,1,0,0,0,0,0,0,0,0.0,body,human body,0.8,False
llama3.2:1b,llama,body,Satisfaction,body × Satisfaction,2,5,8,7,6,4,9,2,5.95,joy,Feeling of contentment and fulfillment,0.8,False
llama3.2:1b,llama,body,Satisfaction,body × Satisfaction,3,0,0,5,0,0,1,0,1.1,satisfaction,body satisfaction,0.0,False
llama3.2:1b,llama,good,Joy,good × Joy,1,10,10,10,9,10,9,0,9.25,happiness,Good Joy,0.7,False
llama3.2:1b,llama,good,Joy,good × Joy,2,0,10,10,0,0,0,0,3.0,Joy,Goodness,0.0,False
llama3.2:1b,llama,good,Joy,good × Joy,3,10,10,10,10,10,10,0,9.5,Joy,Good Joy,0.0,False
llama3.2:1b,llama,good,Satisfaction,good × Satisfaction,1,5,8,9,7,9,6,8,7.25,Contentment,Relief from Strife,0.75,False
llama3.2:1b,llama,good,Satisfaction,good × Satisfaction,2,0,0,0,0,0,0,0,0.0,Good feeling,Goodness,0.5,False
llama3.2:1b,llama,good,Satisfaction,good × Satisfaction,3,0,0,0,0,0,0,0,0.0,goodness,Good feeling,0.0,False
llama3.2:1b,llama,good,Admiration,good × Admiration,1,0,0,0,0,0,0,0,0.0,admiration,"Good, a feeling of great admiration",0.0,False
llama3.2:1b,llama,good,Admiration,good × Admiration,2,0,5,9,6,8,7,4,5.3,Respect,Good deeds,0.2,False
llama3.2:1b,llama,good,Admiration,good × Admiration,3,9,10,9,8,9,10,8,9.0,Adoration,Goodness,0.9,False
llama3.2:1b,llama,good,Calmness,good × Calmness,1,0,0,0,0,0,0,0,0.0,serenity,peace,0.5,False
llama3.2:1b,llama,good,Calmness,good × Calmness,2,0,0,0,4,6,2,0,1.7,peace,Calmness,0.5,False
llama3.2:1b,llama,good,Calmness,good × Calmness,3,0,0,0,0,0,0,0,0.0,calmness,goodness and tranquility,0.5,False
llama3.2:1b,llama,bad,Disgust,bad × Disgust,1,0,0,0,0,0,0,0,0.0,bad,Bad behavior,0.0,False
llama3.2:1b,llama,bad,Disgust,bad × Disgust,2,0,0,0,0,0,0,0,0.0,bad,poor,0.0,False
llama3.2:1b,llama,bad,Disgust,bad × Disgust,3,0,0,0,0,0,0,0,0.0,disgust,Bad emotions,0.0,False
llama3.2:1b,llama,bad,Sadness,bad × Sadness,1,0,0,0,2,5,7,2,1.85,sadness,Bad Emotion,0.0,False
llama3.2:1b,llama,bad,Sadness,bad × Sadness,2,0,0,0,0,0,0,0,0.0,fear,Bad emotions,0.0,False
llama3.2:1b,llama,bad,Sadness,bad × Sadness,3,0,0,0,0,0,0,0,0.0,tragic loss,"Loss of control, feelings of powerlessness, desperation",0.2,False
llama3.2:1b,llama,bad,Fear,bad × Fear,1,0,0,8,0,0,0,0,1.6,fear,bad fear,0.0,False
llama3.2:1b,llama,bad,Fear,bad × Fear,2,0,0,0,0,0,0,0,0.0,Fear,Badness,0.0,False
llama3.2:1b,llama,bad,Fear,bad × Fear,3,0,0,0,0,0,0,0,0.0,fear,bad feeling,0.0,False
llama3.2:1b,llama,bad,Horror,bad × Horror,1,0,0,0,0,0,0,0,0.0,Fear,Badness,0.0,False
llama3.2:1b,llama,bad,Horror,bad × Horror,2,0,0,0,0,0,0,0,0.0,Fear,"Badness, Horror",0.5,False
llama3.2:1b,llama,bad,Horror,bad × Horror,3,0,0,0,0,0,0,0,0.0,badness,"Evil, Monstrosity, Something to be feared",0.0,False
llama3.2:1b,llama,think,Interest,think × Interest,1,5,8,9,6,7,8,2,6.7,intrigued,"Thinking, Interest, Curiosity",0.6,False
llama3.2:1b,llama,think,Interest,think × Interest,2,3,8,7,6,9,8,2,6.1,Interest,Thinking and Curiosity,0.8,False
llama3.2:1b,llama,think,Interest,think × Interest,3,5,8,7,6,9,8,4,6.7,enthusiasm,Thinking and curiosity,0.7,False
llama3.2:1b,llama,think,Confusion,think × Confusion,1,0,0,0,0,0,0,0,0.0,confusion,Confusion of thought,0.2,False
llama3.2:1b,llama,think,Confusion,think × Confusion,2,2,8,6,4,9,7,3,5.3,confusion,think with a mix of uncertainty and questioning,0.4,False
llama3.2:1b,llama,think,Confusion,think × Confusion,3,2,6,4,5,8,9,3,4.9,Confusion,Inner turmoil,0.4,False
llama3.2:1b,llama,think,Awe,think × Awe,1,0,0,0,0,0,0,0,0.0,awed,awe-inspiring thoughts,0.0,False
llama3.2:1b,llama,think,Awe,think × Awe,2,0,0,0,0,0,0,0,0.0,awed silence,Awe-filled contemplation,0.3,False
llama3.2:1b,llama,think,Awe,think × Awe,3,0,0,0,0,0,0,0,0.0,awe,thinking with awe,0.0,False
llama3.2:1b,llama,know,Satisfaction,know × Satisfaction,1,0,0,0,0,0,0,0,0.0,satisfaction,Knowing Satisfaction,0.3,False
llama3.2:1b,llama,know,Satisfaction,know × Satisfaction,2,2,8,9,6,4,9,3,5.65,Joy,Knowledge is a sense of satisfaction,0.2,False
llama3.2:1b,llama,know,Satisfaction,know × Satisfaction,3,5,8,9,6,7,4,3,6.35,contentment,satisfaction,0.4,False
llama3.2:1b,llama,know,Calmness,know × Calmness,1,5,0,5,6,9,4,2,5.0,Serene calmness,Peaceful tranquility,0.5,False
llama3.2:1b,llama,know,Calmness,know × Calmness,2,0,0,0,4,9,8,6,3.05,serenity,peace of mind,0.5,False
llama3.2:1b,llama,know,Calmness,know × Calmness,3,0,0,0,0,0,0,0,0.0,Serene contemplation,Calmness of understanding,0.4,False
llama3.2:1b,llama,know,Anxiety,know × Anxiety,1,2,8,6,4,2,7,9,4.55,fear,Anxiety,0.6,False
llama3.2:1b,llama,know,Anxiety,know × Anxiety,2,0,2,0,4,6,5,3,2.35,Anxiety,Knowing Anxiety,0.0,False
llama3.2:1b,llama,know,Anxiety,know × Anxiety,3,1,2,2,2,1,2,1,1.55,anxiety,knowing anxiety,0.0,False
